ID;type;locale;fr_FR;category;min_value;max_value;step_value;Option1;Option2;Option3;Option4;Option5;Option6;Option7;Option8;Option9;Option10;;
287;YES_NO_IDK;en_US;Do you like social media?;3,6;;;;;;;;;;;;;;;
287;YES_NO_IDK;es_ES;¿Le gustan las redes sociales?;3,6;;;;;;;;;;;;;;;
287;YES_NO_IDK;fr_FR;Aimez-vous les médias sociaux?;3,6;;;;;;;;;;;;;;;
288;YES_NO_IDK;en_US;Have you ever stuck your tongue in someone's nose? ;5,7;;;;;;;;;;;;;;;
288;YES_NO_IDK;es_ES;¿Alguna vez ha metido la lengua en la nariz de alguien? ;5,7;;;;;;;;;;;;;;;
288;YES_NO_IDK;fr_FR;Avez-vous déjà mis votre langue dans le nez de quelqu'un? ;5,7;;;;;;;;;;;;;;;
289;STEP_LABELED;en_US;Do you often wear underwear with holes in it?;4;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
289;STEP_LABELED;es_ES;¿Sueles llevar ropa interior agujereada?;4;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
289;STEP_LABELED;fr_FR;Portez-vous souvent des sous-vêtements troués ?;4;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
290;STEP_LABELED;en_US;One day we will be able to establish world peace.;7,9;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
290;STEP_LABELED;es_ES;Algún día podremos establecer la paz en el mundo.;7,9;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
290;STEP_LABELED;fr_FR;Nous pourrons un jour établir la paix dans le monde;7,9;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
291;YES_NO_IDK;en_US;Have you ever had your wallet stolen?;8;;;;;;;;;;;;;;;
291;YES_NO_IDK;es_ES;¿Alguna vez le han robado la cartera?;8;;;;;;;;;;;;;;;
291;YES_NO_IDK;fr_FR;Vous êtes vous déjà fait voler votre porte-monnaie ?;8;;;;;;;;;;;;;;;
292;YES_NO_IDK;en_US;Have you ever secretly watched a couple having sex?;4;;;;;;;;;;;;;;;
292;YES_NO_IDK;es_ES;¿Alguna vez ha observado en secreto a una pareja haciendo el amor?;4;;;;;;;;;;;;;;;
292;YES_NO_IDK;fr_FR;Avez-vous déjà secrètement observé un couple en train de faire l'amour ?;4;;;;;;;;;;;;;;;
293;YES_NO_IDK;en_US;Do you like the country you live in?;8,11;;;;;;;;;;;;;;;
293;YES_NO_IDK;es_ES;¿Te gusta el país en el que vives?;8,11;;;;;;;;;;;;;;;
293;YES_NO_IDK;fr_FR;Aimez-vous le pays dans lequel vous vivez?;8,11;;;;;;;;;;;;;;;
294;YES_NO_IDK;en_US;Are you polygamous?;4;;;;;;;;;;;;;;;
294;YES_NO_IDK;es_ES;¿Eres polígamo?;4;;;;;;;;;;;;;;;
294;YES_NO_IDK;fr_FR;Etes-vous polygame?;4;;;;;;;;;;;;;;;
295;YES_NO_IDK;en_US;Have you ever looked into how tax money is used in your country? ;2;;;;;;;;;;;;;;;
295;YES_NO_IDK;es_ES;¿Alguna vez has mirado cómo se utiliza el dinero de los impuestos en tu país? ;2;;;;;;;;;;;;;;;
295;YES_NO_IDK;fr_FR;Avez-vous déjà regardé comment l'argent des impôts / taxes était utilisé dans votre pays ? ;2;;;;;;;;;;;;;;;
296;YES_NO_IDK;en_US;Do unshaven women's armpits disgust you?;4,7;;;;;;;;;;;;;;;
296;YES_NO_IDK;es_ES;¿Te dan asco las axilas sin depilar de las mujeres?;4,7;;;;;;;;;;;;;;;
296;YES_NO_IDK;fr_FR;Est-ce que les aisselles de femmes non épilées vous dégoutent ?;4,7;;;;;;;;;;;;;;;
297;YES_NO_IDK;en_US;Are you in favor of the death penalty?;1,2,11;;;;;;;;;;;;;;;
297;YES_NO_IDK;es_ES;¿Estás a favor de la pena de muerte?;1,2,11;;;;;;;;;;;;;;;
297;YES_NO_IDK;fr_FR;Etes-vous pour la peine de mort ?;1,2,11;;;;;;;;;;;;;;;
298;YES_NO_IDK;en_US;Would you like to see a universal basic income introduced in your country? ;2;;;;;;;;;;;;;;;
298;YES_NO_IDK;es_ES;¿Te gustaría que se instaurara la renta mínima universal en tu país? ;2;;;;;;;;;;;;;;;
298;YES_NO_IDK;fr_FR;Aimeriez-vous voir le revenu minimum universel instauré dans votre pays ? ;2;;;;;;;;;;;;;;;
299;YES_NO_IDK;en_US;Have you ever deliberately run a red light?;8;;;;;;;;;;;;;;;
299;YES_NO_IDK;es_ES;¿Alguna vez te has saltado un semáforo en rojo a propósito?;8;;;;;;;;;;;;;;;
299;YES_NO_IDK;fr_FR;Avez-vous déjà grillé un feu rouge volontairement ?;8;;;;;;;;;;;;;;;
300;YES_NO_IDK;en_US;Have you ever made someone drink urine?;5;;;;;;;;;;;;;;;
300;YES_NO_IDK;es_ES;¿Alguna vez has hecho beber orina a alguien?;5;;;;;;;;;;;;;;;
300;YES_NO_IDK;fr_FR;Avez-vous déjà fait boire de l'urine à quelqu'un ?;5;;;;;;;;;;;;;;;
301;YES_NO_IDK;en_US;Do you like the society you live in?;7,8,9,11;;;;;;;;;;;;;;;
301;YES_NO_IDK;es_ES;¿Te gusta la sociedad en la que vives?;7,8,9,11;;;;;;;;;;;;;;;
301;YES_NO_IDK;fr_FR;Aimez-vous la société dans laquelle vous vivez ?;7,8,9,11;;;;;;;;;;;;;;;
302;STEP_LABELED;en_US;Can you change your mood in a matter of minutes?;9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
302;STEP_LABELED;es_ES;¿Puedes cambiar de humor en cuestión de minutos?;9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
302;STEP_LABELED;fr_FR;Pouvez-vous changer d'humeur en quelques minutes ?;9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
303;YES_NO_IDK;en_US;Would you like to be able to travel into outer space?;3;;;;;;;;;;;;;;;
303;YES_NO_IDK;es_ES;¿Te gustaría poder viajar al espacio exterior?;3;;;;;;;;;;;;;;;
303;YES_NO_IDK;fr_FR;Souhaiteriez-vous pouvoir voyager dans l'espace extra-atmosphérique?;3;;;;;;;;;;;;;;;
304;STEP_LABELED;en_US;Would you be happier if you were richer?;4;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
304;STEP_LABELED;es_ES;¿Serías más feliz si fueras más rico?;4;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
304;STEP_LABELED;fr_FR;Seriez-vous plus heureux si vous étiez plus riche ?;4;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
305;YES_NO_IDK;en_US;Do you think wrestlers fight for real?;12;;;;;;;;;;;;;;;
305;YES_NO_IDK;es_ES;¿Crees que los luchadores luchan de verdad?;12;;;;;;;;;;;;;;;
305;YES_NO_IDK;fr_FR;Pensez-vous que les catcheurs se battent pour de vrai?;12;;;;;;;;;;;;;;;
306;STEP_LABELED;en_US;If your partner cheats on you with someone of the same sex, it's worse than heterosexual cheating.;1;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
306;STEP_LABELED;es_ES;Si tu pareja te engaña con una persona del mismo sexo, es peor que una infidelidad heterosexual.;1;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
306;STEP_LABELED;fr_FR;Si votre partenaire vous trompe avec une personne du même sexe, c'est pire qu'une tromperie hétéro.;1;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
307;STEP_LABELED;en_US;If you had a secret to reveal on your deathbed, knowing that it could tarnish your memory, would you share it?;9;;;;Never in my life;I don't believe it;Maybe;Probably;Without a doubt;;;;;;;
307;STEP_LABELED;es_ES;Si tuvieras un secreto que confesar en tu lecho de muerte, sabiendo que podría empañar tu memoria, ¿lo compartirías?;9;;;;Nunca en mi vida;No lo creo;Tal vez;Probablemente;Sin duda;;;;;;;
307;STEP_LABELED;fr_FR;Si vous aviez un secret à confier sur votre lit de mort, sachant qu'il pourrait ternir votre mémoire, le partageriez-vous ?;9;;;;Jamais de la vie;Je ne crois pas;Peut-être;Probablement;Sans Aucun Doute;;;;;;;
308;YES_NO_IDK;en_US;Have you ever had a homosexual experience?;4,7;;;;;;;;;;;;;;;
308;YES_NO_IDK;es_ES;¿Alguna vez has tenido una experiencia homosexual?;4,7;;;;;;;;;;;;;;;
308;YES_NO_IDK;fr_FR;Avez-vous déjà eu une expérience homosexuelle ?;4,7;;;;;;;;;;;;;;;
309;YES_NO_IDK;en_US;Have you ever saved someone's life? ;7;;;;;;;;;;;;;;;
309;YES_NO_IDK;es_ES;¿Alguna vez ha salvado la vida a alguien? ;7;;;;;;;;;;;;;;;
309;YES_NO_IDK;fr_FR;Avez-vous déjà sauvé la vie de quelqu'un? ;7;;;;;;;;;;;;;;;
310;YES_NO_IDK;en_US;Do you like ice cream?;5;;;;;;;;;;;;;;;
310;YES_NO_IDK;es_ES;¿Le gusta el helado?;5;;;;;;;;;;;;;;;
310;YES_NO_IDK;fr_FR;Est-ce que vous aimez la crème glacée?;5;;;;;;;;;;;;;;;
311;STEP_LABELED;en_US;Are we all connected to each other in a non-material world?;1,2;;;;Never in my life;I don't believe it;Maybe;Probably;Without a doubt;;;;;;;
311;STEP_LABELED;es_ES;¿Estamos todos conectados entre nosotros en un mundo inmaterial?;1,2;;;;Nunca en mi vida;No lo creo;Tal vez;Probablemente;Sin duda;;;;;;;
311;STEP_LABELED;fr_FR;Sommes-nous tous reliés les uns aux autres dans un monde non matériel ?;1,2;;;;Jamais de la vie;Je ne crois pas;Peut-être;Probablement;Sans Aucun Doute;;;;;;;
312;YES_NO_IDK;en_US;Do you think everyone has a guardian angel?;1;;;;;;;;;;;;;;;
312;YES_NO_IDK;es_ES;¿Cree que todo el mundo tiene un ángel de la guarda?;1;;;;;;;;;;;;;;;
312;YES_NO_IDK;fr_FR;Pensez-vous que tout le monde a un ange gardien ?;1;;;;;;;;;;;;;;;
313;STEP_LABELED;en_US;Do all experiences bring something positive?;2,11;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
313;STEP_LABELED;es_ES;¿Todas las experiencias aportan algo positivo?;2,11;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
313;STEP_LABELED;fr_FR;Toutes les expériences apportent quelque chose de positif ?;2,11;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
314;YES_NO_IDK;en_US;Have you ever talked about sex with your parents? ;4,7;;;;;;;;;;;;;;;
314;YES_NO_IDK;es_ES;¿Alguna vez ha hablado de sexo con sus padres? ;4,7;;;;;;;;;;;;;;;
314;YES_NO_IDK;fr_FR;Avez-vous déjà parlé de sexe avec vos parents? ;4,7;;;;;;;;;;;;;;;
315;STEP_LABELED;en_US;Do you ever lie about your political opinions?;2,7,9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
315;STEP_LABELED;es_ES;¿Alguna vez mientes sobre tus opiniones políticas?;2,7,9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
315;STEP_LABELED;fr_FR;Vous arrive t-il de mentir sur vos opinions politiques ?;2,7,9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
316;YES_NO_IDK;en_US;Have you ever had crabs?;4,5;;;;;;;;;;;;;;;
316;YES_NO_IDK;es_ES;¿Alguna vez ha tenido ladillas?;4,5;;;;;;;;;;;;;;;
316;YES_NO_IDK;fr_FR;Avez-vous déjà eu des morpions ?;4,5;;;;;;;;;;;;;;;
317;YES_NO_IDK;en_US;Are you in favor of adoption by homosexual couples?;2;;;;;;;;;;;;;;;
317;YES_NO_IDK;es_ES;¿Está a favor de la adopción por parte de parejas homosexuales?;2;;;;;;;;;;;;;;;
317;YES_NO_IDK;fr_FR;Etes-vous pour l'adoption par des couples homosexuels ?;2;;;;;;;;;;;;;;;
318;YES_NO_IDK;en_US;Do certain sexual smells turn you on?;4;;;;;;;;;;;;;;;
318;YES_NO_IDK;es_ES;¿Te excitan ciertos olores sexuales?;4;;;;;;;;;;;;;;;
318;YES_NO_IDK;fr_FR;Certaines odeurs sexuelles vous excitent-elle?;4;;;;;;;;;;;;;;;
319;YES_NO_IDK;en_US;Have you ever cross-dressed?;4,5;;;;;;;;;;;;;;;
319;YES_NO_IDK;es_ES;¿Alguna vez te has disfrazado?;4,5;;;;;;;;;;;;;;;
319;YES_NO_IDK;fr_FR;Vous-êtes vous déjà travesti ?;4,5;;;;;;;;;;;;;;;
320;STEP_LABELED;en_US;Do you ever wear your underwear for several days without washing it?;9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
320;STEP_LABELED;es_ES;¿Alguna vez llevas la ropa interior varios días sin lavar?;9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
320;STEP_LABELED;fr_FR;Vous arrive t-il de porter vos sous-vêtements plusieurs jours sans les laver ?;9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
321;YES_NO_IDK;en_US;If maximum security measures were taken, would you trust an online voting system for political elections?;2;;;;;;;;;;;;;;;
321;YES_NO_IDK;es_ES;Si se tomaran todas las medidas de seguridad posibles, ¿confiarías en un sistema de voto online para las elecciones políticas?;2;;;;;;;;;;;;;;;
321;YES_NO_IDK;fr_FR;Si un maximum de mesures sécuritaires étaient prises, feriez-vous confiance à un système de vote en ligne pour les élections politiques ?;2;;;;;;;;;;;;;;;
322;YES_NO_IDK;en_US;Have you ever had phone sex?;4;;;;;;;;;;;;;;;
322;YES_NO_IDK;es_ES;¿Alguna vez has hecho el amor por teléfono?;4;;;;;;;;;;;;;;;
322;YES_NO_IDK;fr_FR;Avez-vous déjà fait l'amour par téléphone ?;4;;;;;;;;;;;;;;;
323;STEP_LABELED;en_US;Do you ever take sleeping pills?;10;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
323;STEP_LABELED;es_ES;¿Alguna vez toma somníferos?;10;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
323;STEP_LABELED;fr_FR;Vous arrive t-il de prendre des somnifères ?;10;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
324;STEP_LABELED;en_US;Do you ever pee in the shower?;1;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
324;STEP_LABELED;es_ES;¿Alguna vez orina en la ducha?;1;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
324;STEP_LABELED;fr_FR;Vous arrive-til de faire pipi sous la douche ?;1;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
325;STEP_LABELED;en_US;Could you have become a terrorist if you had grown up in a different culture and environment?;9;;;;Never in my life;I don't believe it;Maybe;Probably;Without a doubt;;;;;;;
325;STEP_LABELED;es_ES;¿Podría haberse convertido en terrorista si hubiera crecido en otra cultura y en otro entorno?;9;;;;Nunca en mi vida;No lo creo;Tal vez;Probablemente;Sin duda;;;;;;;
325;STEP_LABELED;fr_FR;Vous auriez pu devenir un terroriste si vous aviez évolué dans une autre culture et dans un autre environnement ?;9;;;;Jamais de la vie;Je ne crois pas;Peut-être;Probablement;Sans Aucun Doute;;;;;;;
326;STEP_LABELED;en_US;Do you feel that others understand you?;5,8;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
326;STEP_LABELED;es_ES;¿Tiene la impresión de que los demás le comprenden?;5,8;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
326;STEP_LABELED;fr_FR;Vous avez l'impression que les autres vous comprennent ?;5,8;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
327;YES_NO_IDK;en_US;Are you a member of a political party?;2;;;;;;;;;;;;;;;
327;YES_NO_IDK;es_ES;¿Eres miembro de un partido político?;2;;;;;;;;;;;;;;;
327;YES_NO_IDK;fr_FR;Etes-vous membre d'un parti politique?;2;;;;;;;;;;;;;;;
328;YES_NO_IDK;en_US;Have you ever had your butt grabbed by a stranger?;7;;;;;;;;;;;;;;;
328;YES_NO_IDK;es_ES;¿Alguna vez te ha tocado el trasero un desconocido?;7;;;;;;;;;;;;;;;
328;YES_NO_IDK;fr_FR;Vous êtes-vous déjà fait pelotée les fesses par un(e) inconnu(e)?;7;;;;;;;;;;;;;;;
329;YES_NO_IDK;en_US;Will France win the next World Cup?;12;;;;;;;;;;;;;;;
329;YES_NO_IDK;es_ES;¿Ganará Francia la próxima Copa del Mundo de fútbol?;12;;;;;;;;;;;;;;;
329;YES_NO_IDK;fr_FR;Est ce que la France va gagner la prochaine coupe du monde de football ?;12;;;;;;;;;;;;;;;
330;YES_NO_IDK;en_US;Have you ever had sex in a car?;4;;;;;;;;;;;;;;;
330;YES_NO_IDK;es_ES;¿Alguna vez has hecho el amor en un coche?;4;;;;;;;;;;;;;;;
330;YES_NO_IDK;fr_FR;Avez-vous déjà fait l'amour dans une voiture ?;4;;;;;;;;;;;;;;;
331;STEP_LABELED;en_US;Would you make a good head of state?;9;;;;Never in my life;I don't believe it;Maybe;Probably;Without a doubt;;;;;;;
331;STEP_LABELED;es_ES;¿Sería un buen jefe de Estado?;9;;;;Nunca en mi vida;No lo creo;Tal vez;Probablemente;Sin duda;;;;;;;
331;STEP_LABELED;fr_FR;Vous feriez un bon chef d'état ?;9;;;;Jamais de la vie;Je ne crois pas;Peut-être;Probablement;Sans Aucun Doute;;;;;;;
332;STEP_LABELED;en_US;Do you ever go a few days without washing?;1,11;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
332;STEP_LABELED;es_ES;¿Alguna vez pasa varios días sin lavarse?;1,11;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
332;STEP_LABELED;fr_FR;Vous arrive t-il de ne pas vous laver pendant quelques jours ?;1,11;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
333;YES_NO_IDK;en_US;Would you be able to adopt a child? ;4,9;;;;;;;;;;;;;;;
333;YES_NO_IDK;es_ES;¿Te sentirías capaz de adoptar un niño? ;4,9;;;;;;;;;;;;;;;
333;YES_NO_IDK;fr_FR;Vous sentiriez-vous capable d'adopter un enfant? ;4,9;;;;;;;;;;;;;;;
334;YES_NO_IDK;en_US;Have you ever practiced sodomy?;4;;;;;;;;;;;;;;;
334;YES_NO_IDK;es_ES;¿Alguna vez has practicado la sodomía?;4;;;;;;;;;;;;;;;
334;YES_NO_IDK;fr_FR;Avez-vous déjà pratiqué la sodomie ?;4;;;;;;;;;;;;;;;
335;MULTIPLE_CHOICE;en_US;Why are people with disabilities often discriminated against?;7,11;;;;Are they really?;Some people are afraid of differences;Some people are afraid of disability;I don't know;Others;;;;;;;
335;MULTIPLE_CHOICE;es_ES;¿Por qué se discrimina a menudo a las personas con discapacidad?;7,11;;;;¿Lo son realmente?;Algunas personas tienen miedo de las diferencias;Algunas personas tienen miedo de la discapacidad;No sé;Otros;;;;;;;
335;MULTIPLE_CHOICE;fr_FR;Pourquoi les personnes handicapées sont-elles souvent discriminées?;7,11;;;;Le sont-ils vraiment ?;Certaines personnes ont peur des différences;Certaines personnes ont peur du handicap;Je ne sais pas;Autres;;;;;;;
336;MULTIPLE_CHOICE;en_US;What color are your eyes?;5;;;;Brown;Blue;Green;Black;Amber;Gray;Other;;;;;
336;MULTIPLE_CHOICE;es_ES;¿De qué color son tus ojos?;5;;;;Marrón;Azul;Verde;Negro;Ámbar;Gris;Otro;;;;;
336;MULTIPLE_CHOICE;fr_FR;De quelle couleur sont vos yeux?;5;;;;Marron;Bleu;Vert;Noir;Ambre;Gris;Autre;;;;;
337;STEP_LABELED;en_US;Would you like citizens to be called upon more often to vote in referendums to decide the future of the country? ;2;;;;No never;Only when it's important;Once a month;Once a year;;;;;;;;
337;STEP_LABELED;es_ES;¿Te gustaría que los ciudadanos fueran llamados a votar más a menudo en referéndums para decidir el futuro del país? ;2;;;;No nunca;Solo cuando es importante;Una vez al mes;Una vez al año;;;;;;;;
337;STEP_LABELED;fr_FR;Aimeriez-vous que les citoyens soient plus souvent appelés à voter lors de référendum pour décider de l'avenir du pays ? ;2;;;;Non jamais;Uniquement quand c'est important;1 fois par mois;1 fois par an;;;;;;;;
338;MULTIPLE_CHOICE;en_US;Are you in favor of euthanasia?;2;;;;No;Yes, legally regulated;Yes without condition;;;;;;;;;
338;MULTIPLE_CHOICE;es_ES;¿Estás a favor de la eutanasia?;2;;;;No;Sí, legalmente regulado;Sí sin condición;;;;;;;;;
338;MULTIPLE_CHOICE;fr_FR;Etes-vous pour l'euthanasie?;2;;;;Non;Oui, légalement encadré;Oui sans condition;;;;;;;;;
339;MULTIPLE_CHOICE;en_US;Has lockdown brought you closer together or further apart as a couple?;4;;;;Bring closer;Move away;Not in a relationship;;;;;;;;;
339;MULTIPLE_CHOICE;es_ES;¿El confinamiento ha acercado o alejado a tu pareja?;4;;;;Acercar;Alejar;No en una relación;;;;;;;;;
339;MULTIPLE_CHOICE;fr_FR;Est-ce que le confinement a rapproché ou éloigné votre couple ?;4;;;;Rapprocher;Eloigner;Pas en couple;;;;;;;;;
340;STEP_LABELED;en_US;Have you ever had cosmetic surgery?;9;;;;What's the point?;No but I could;Once;Several times;;;;;;;;
340;STEP_LABELED;es_ES;¿Te has sometido alguna vez a una cirugía estética?;9;;;;¿Cuál es el punto?;No, pero podría;Una vez;Varias veces;;;;;;;;
340;STEP_LABELED;fr_FR;Avez-vous déjà subi une chirurgie esthétique?;9;;;;Quel intérêt ?;Non mais je pourrais;Une seule fois;Plusieurs fois;;;;;;;;
341;MULTIPLE_CHOICE;en_US;If you could change one thing about men, what would it be?;3,5;;;;Make him immortal;Give him the power to fly;Allow him to use 100% of his brain;Allow only positive feelings;Prevent any disease;Allow him to see the future;Give him the gift of telepathy;Others;;;;
341;MULTIPLE_CHOICE;es_ES;Si pudieras cambiar una cosa del hombre, ¿cuál sería?;3,5;;;;Hacerlo inmortal;Darle el poder de volar;Permitirle usar el 100% de su cerebro;Permitir solo sentimientos positivos;Prevenir cualquier enfermedad;Permitirle ver el futuro;Darle el don de la telepatía;Otros;;;;
341;MULTIPLE_CHOICE;fr_FR;Si vous pouviez changer une chose à propos de l' homme, quelle serait-elle?;3,5;;;;Le rendre immortel;Lui donner le pouvoir de voler;Lui permettre d'utiliser 100% de son cerveau;Autoriser uniquement les sentiments positifs;Empêcher toute maladie;Lui permettre de voir le futur;Lui donner le don de télépathie;Autres;;;;
342;MULTIPLE_CHOICE;en_US;Would you prefer to celebrate Christmas without exchanging gifts?;1,8;;;;Yes;No;Only gifts for children;;;;;;;;;
342;MULTIPLE_CHOICE;es_ES;¿Preferirías celebrar la Navidad sin intercambiar regalos?;1,8;;;;Sí;No;Solo regalos para los niños;;;;;;;;;
342;MULTIPLE_CHOICE;fr_FR;Préféreriez-vous fêter Noël sans échange de cadeaux?;1,8;;;;Oui;Non;Seulement des cadeaux pour les enfants;;;;;;;;;
343;MULTIPLE_CHOICE;en_US;Do you find it embarrassing when gay people kiss in public?;4,7;;;;On the contrary, I find it beautiful;Not at all;It bothers me but they have the right;It disgusts me but they have the right;It should be banned;;;;;;;
343;MULTIPLE_CHOICE;es_ES;¿Te molestan los homosexuales que se besan en público?;4,7;;;;Por el contrario, me parece hermoso;Para nada;Me molesta pero tienen derecho;Me disgusta pero tienen derecho;Debería estar prohibido;;;;;;;
343;MULTIPLE_CHOICE;fr_FR;Trouvez-vous gênants les homo qui s'embrassent en public?;4,7;;;;Au contraire je trouve ça beau;Pas du tout;Ca me gêne mais ils ont le droit;Ca me dégoute mais ils ont le droit;Ca devrait être interdit;;;;;;;
344;MULTIPLE_CHOICE;en_US;Do you think physical appearance is important?;7,9;;;;No;Yes, but less than the mind;It's all about balance;It's the most important;;;;;;;;
344;MULTIPLE_CHOICE;es_ES;¿Crees que la apariencia física es importante?;7,9;;;;No;Sí, pero menos que la mente;Todo es cuestión de equilibrio;Es lo más importante;;;;;;;;
344;MULTIPLE_CHOICE;fr_FR;Pensez-vous que l'apparence physique est importante ?;7,9;;;;Non;Oui mais moins que l'esprit;Tout est question d'équilibre;C'est le plus important;;;;;;;;
345;MULTIPLE_CHOICE;en_US;What do you look for first in a person you might be attracted to?;7;;;;His face;His eyes;His smile;His chest and torso;His buttocks;His hair;His manners;His body language;Others;;;
345;MULTIPLE_CHOICE;es_ES;¿Qué es lo primero que miras en una persona que te puede gustar?;7;;;;Su cara;Sus ojos;Su sonrisa;Su torso y pecho;Sus nalgas;Su cabello;Sus modales;Su lenguaje corporal;Otros;;;
345;MULTIPLE_CHOICE;fr_FR;Que regardez-vous en premier chez une personne susceptible de vous plaire ?;7;;;;Son visage;Ses yeux;Son sourire;Son torse et sa poitrine;Ses fesses;Sa chevelure;Ses manières;Son langage corporel;Autres;;;
346;OPEN;en_US;Which superhero would you like to see exist?;5;;;;;;;;;;;;;;;
346;OPEN;es_ES;¿Qué superhéroe te gustaría que existiera?;5;;;;;;;;;;;;;;;
346;OPEN;fr_FR;Quel super héros voudriez-vous voir exister?;5;;;;;;;;;;;;;;;
347;MULTIPLE_CHOICE;en_US;Do you think porn stimulates or inhibits your sexuality with your partner?;4;;;;Stimulates;Slows down;;;;;;;;;;
347;MULTIPLE_CHOICE;es_ES;¿Crees que el porno estimula o frena tu sexualidad con tu pareja?;4;;;;Estimula;Frena;;;;;;;;;;
347;MULTIPLE_CHOICE;fr_FR;Pensez-vous que le porno stimule ou freine votre sexualité avec votre partenaire ?;4;;;;Stimule;Freine;;;;;;;;;;
348;OPEN;en_US;What is your most disgusting habit?;5;;;;;;;;;;;;;;;
348;OPEN;es_ES;¿Cuál es tu hábito más repugnante?;5;;;;;;;;;;;;;;;
348;OPEN;fr_FR;Quelle est votre habitude la plus dégoûtante?;5;;;;;;;;;;;;;;;
349;MULTIPLE_CHOICE;en_US;If your partner decided to have sex with a stranger, would you prefer them to be attractive or unattractive?;4,5,9;;;;Attractive;Repulsive;;;;;;;;;;
349;MULTIPLE_CHOICE;es_ES;Si tu pareja decidiera tener relaciones sexuales con un desconocido, ¿preferirías que fuera atractivo o repulsivo?;4,5,9;;;;Atractivo;Repulsivo;;;;;;;;;;
349;MULTIPLE_CHOICE;fr_FR;Si votre partenaire décidait d'avoir une relation sexuelle avec un(e) inconnu(e), préfèreriez vous que ce dernier soit attirant ou repoussant ?;4,5,9;;;;Attirant;Repoussant;;;;;;;;;;
350;OPEN;en_US;What quality makes you love another person the most?;7,9;;;;;;;;;;;;;;;
350;OPEN;es_ES;¿Qué cualidad es la que más te gusta de otra persona?;7,9;;;;;;;;;;;;;;;
350;OPEN;fr_FR;Quelle qualité vous fait le plus aimer une autre personne?;7,9;;;;;;;;;;;;;;;
351;MULTIPLE_CHOICE;en_US;Do you like gambling?;8,9;;;;No;For the pleasure of playing;In the hope of winning;;;;;;;;;
351;MULTIPLE_CHOICE;es_ES;¿Te gustan los juegos de azar?;8,9;;;;No;Por el placer de jugar;Con la esperanza de ganar;;;;;;;;;
351;MULTIPLE_CHOICE;fr_FR;Aimez-vous les jeux d'argent?;8,9;;;;Non;Pour le plaisir de jouer;Dans l'espoir de gagner;;;;;;;;;
353;MULTIPLE_CHOICE;en_US;What religion are you?;1;;;;Judaism;Christianity;Islam;Confucianism;Buddhism / Hinduism;Zoroastrianism;Taoism;Shamanism / Paganism;Others;Atheism;;
